rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
2405,1100,Food & Beverage,Zachary Stern,41,United States,Jackson,Liquor,Food & Beverage,United States,,FALSE,Split Family Fortune,M,30195,Stern,Zachary,,45020.20903,Wyoming,South,1982,1,9,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Manufacturing,Manny Stul,73,Australia,Melbourne,Toys,Manufacturing,Australia,,TRUE,D,M,18146,Stul,Manny,,45020.20903,,,1949,5,9,119.8,1.6,1.39268E+12,113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
2405,1100,Technology,Sun Hongjun,49,China,Shanghai,Semiconductors,Technology,China,,TRUE,D,M,26671,Sun,Hongjun,,45020.20903,,,1973,7,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Manufacturing,Sun Weijie,59,China,Yantai,Oilfield equipment,Manufacturing,China,,TRUE,D,M,7/26/1963 0:00,Sun,Weijie,,45020.20903,,,1963,7,26,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Technology,Sehat Sutardja,61,United States,Las Vegas,Semiconductors,Technology,United States,,TRUE,D,M,22531,Sutardja,Sehat,,45020.20903,Nevada,West,1961,7,9,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Media & Entertainment,Min-Liang Tan,45,Singapore,Singapore,gaming,Media & Entertainment,Singapore,,TRUE,R,M,28256,Tan,Min-Liang,,45020.20903,,,1977,11,5,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
2405,1100,Fashion & Retail,Tan Yu Yeh,52,Malaysia,Selangor,Retail,Fashion & Retail,Malaysia,,TRUE,D,M,25934,Tan,Yu Yeh,,45020.20903,,,1971,1,1,121.46,0.7,3.64702E+11,45.1,105.3,76,12,38.7,32447385,4.210484,101.975766
2405,1100,Automotive,Tang Aoqi & family,77,China,Changzhou,Auto parts,Automotive,China,,TRUE,N,M,16745,Tang,Aoqi,,45020.20903,,,1945,4,11,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Manufacturing,Vonnarat Tangkaravakoon,51,Thailand,Bangkok,"Wire & cables, paints",Manufacturing,Thailand,,FALSE,D,M,26246,Tangkaravakoon,Vonnarat,,45020.20903,,,1971,9,11,113.27,0.7,5.4365E+11,49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
2405,1100,Food & Beverage,Tsao Ter-fung,76,Taiwan,Taipei,Food,Food & Beverage,Taiwan,,TRUE,N,M,17168,Tsao,Ter-fung,,45020.20903,,,1947,1,1,,,,,,,,,,,
2405,1100,Manufacturing,Tung Ching Sai,58,China,Dongguan,Manufacturing,Manufacturing,China,,TRUE,D,M,23743,Tung,Ching Sai,,45020.20903,,,1965,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Technology,Arkady Volozh,59,Israel,Tel Aviv,Search engine,Technology,Russia,,TRUE,R,M,23683,Volozh,Arkady,,45020.20903,,,1964,2,11,108.15,0.8,3.95099E+11,63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612
2405,1100,Manufacturing,Peter-Alexander Wacker,71,Germany,Starnberg,Chemicals,Manufacturing,Germany,,FALSE,U,M,18669,Wacker,Peter-Alexander,,45020.20903,,,1951,10,2,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2405,1100,Food & Beverage,Wan Long,82,China,Luohe,Food,Food & Beverage,China,,TRUE,D,M,14619,Wan,Long,,45020.20903,,,1940,9,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Diversified,Wang Han,35,China,Shanghai,Airline,Diversified,China,,FALSE,D,M,31785,Wang,Han,,45020.20903,,,1987,8,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Media & Entertainment,Lars Wingefors,46,Sweden,Karlstad,Video games,Media & Entertainment,Sweden,,TRUE,D,M,28160,Wingefors,Lars,,45020.20903,,,1977,4,2,110.51,1.8,5.30833E+11,67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
2405,1100,Manufacturing,Allan Wong,73,Hong Kong,Hong Kong,Electronics,Manufacturing,Hong Kong,,TRUE,E,M,18267,Wong,Allan,,45020.20903,,,1950,4,1,,,,,,,,,,,
2405,1100,Sports,Tiger Woods,47,United States,Jupiter Island,Golf,Sports,United States,PGA,TRUE,N,M,12/30/1975 0:00,Woods,Tiger,Athlete,45020.20903,Florida,South,1975,12,30,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Fashion & Retail,Horst Wortmann,81,Germany,Detmold,Footwear,Fashion & Retail,Germany,,TRUE,D,M,15193,Wortmann,Horst,,45020.20903,,,1941,5,8,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2405,1100,Telecom,Wu Kaiting,53,China,Xiamen,Electronics,Telecom,Hong Kong,,TRUE,D,M,25215,Wu,Kaiting,,45020.20903,,,1969,12,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Manufacturing,Wu Li-gann,82,Taiwan,Kaohsiung,Electronic components,Manufacturing,Taiwan,,TRUE,D,M,14977,Wu,Li-gann,,45020.20903,,,1941,1,1,,,,,,,,,,,
2405,1100,Food & Beverage,Wu Xiangdong,54,China,Beijing,Consumer,Food & Beverage,China,,TRUE,D,M,25204,Wu,Xiangdong,,45020.20903,,,1969,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Healthcare,Xiu Laigui,68,China,Tonghua,Pharmaceuticals,Healthcare,China,,TRUE,D,M,19731,Xiu,Laigui,,45020.20903,,,1954,7,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Healthcare,Xu Jiangnan,61,China,Leping,Vitamins,Healthcare,China,,TRUE,N,M,22647,Xu,Jiangnan,,45020.20903,,,1962,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Telecom,Xue Jiping,72,China,Nantong,Cable,Telecom,China,,TRUE,D,M,18629,Xue,Jiping,,45020.20903,,,1951,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Manufacturing,Yao Hsiao Tung,83,Singapore,Singapore,Manufacturing,Manufacturing,Singapore,,TRUE,U,M,14611,Yao,Hsiao Tung,,45020.20903,,,1940,1,1,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
2405,1100,Technology,Ye Qiongjiu,68,China,Hangzhou,Software,Technology,China,,TRUE,U,F,10/14/1954 0:00,Ye,Qiongjiu,,45020.20903,,,1954,10,14,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Food & Beverage,Yanqiao Ye,53,China,Foshan,Soy sauce,Food & Beverage,China,,TRUE,D,M,25213,Ye,Yanqiao,,45020.20903,,,1969,10,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Manufacturing,Yeh Kuo-I,81,,,Manufacturing,Manufacturing,Taiwan,,TRUE,D,M,4/21/1941 0:00,Yeh,Kuo-I,,45020.20903,,,1941,4,21,,,,,,,,,,,
2405,1100,Media & Entertainment,Yu Faxiang,51,China,Shaoxing,"Tourism, cultural industry",Media & Entertainment,China,,TRUE,D,M,26124,Yu,Faxiang,,45020.20903,,,1971,10,7,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Metals & Mining,Zeng Chaolin,40,China,Yongzhou,Aluminium,Metals & Mining,China,,FALSE,D,M,29959,Zeng,Chaolin,,45020.20903,,,1982,8,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Construction & Engineering,Kapeng Zhang,58,China,Linhai,Building materials,Construction & Engineering,China,,TRUE,U,M,23743,Zhang,Kapeng,,45020.20903,,,1965,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Fashion & Retail,Zhang Xuansong,51,China,Fuzhou,Supermarkets,Fashion & Retail,China,,TRUE,D,M,26186,Zhang,Xuansong,,45020.20903,,,1971,10,9,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Food & Beverage,Zhang Xuewu,48,China,Changsha,Snacks,Food & Beverage,China,,TRUE,R,M,8/19/1974 0:00,Zhang,Xuewu,,45020.20903,,,1974,8,19,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Technology,Zhu Yiming,50,China,Beijing,Semiconductors,Technology,China,,TRUE,D,M,26305,Zhu,Yiming,,45020.20903,,,1972,7,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Manufacturing,Zhu Zhaojiang,49,China,Shenzhen,Smartphones,Manufacturing,China,,TRUE,D,M,27030,Zhu,Zhaojiang,,45020.20903,,,1974,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Manufacturing,Zhuo Jun,57,Hong Kong,Hong Kong,Printed circuit boards,Manufacturing,Hong Kong,,FALSE,D,F,24108,Zhuo,Jun,,45020.20903,,,1966,1,1,,,,,,,,,,,
2540,1000,Food & Beverage,Manohar Lal Agarwal,68,India,Delhi,Snacks,Food & Beverage,India,,FALSE,N,M,10/30/1954 0:00,Agarwal,Manohar Lal,,45020.20903,,,1954,10,30,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2540,1000,Finance & Investments,Christian Angermayer,44,United Kingdom,London,Investments,Finance & Investments,Germany,,TRUE,D,M,4/26/1978 0:00,Angermayer,Christian,,45020.20903,,,1978,4,26,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
2540,1000,Fashion & Retail,Ryuji Arai,76,Japan,Tokyo,Retail,Fashion & Retail,Japan,,TRUE,D,M,5/28/1946 0:00,Arai,Ryuji,,45020.20903,,,1946,5,28,105.48,0.5,5.08177E+12,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
2540,1000,Healthcare,Anna Maria Braun,44,Germany,Melsungen,Medical technology,Healthcare,Germany,,FALSE,D,F,28856,Braun,Anna Maria,,45020.20903,,,1979,1,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2540,1000,Healthcare,Johanna Braun,43,Germany,Melsungen,Medical technology,Healthcare,Germany,,FALSE,E,F,29221,Braun,Johanna,,45020.20903,,,1980,1,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2540,1000,Healthcare,Karl Friedrich Braun,40,Germany,Melsungen,Medical technology,Healthcare,Germany,,FALSE,E,M,30317,Braun,Karl Friedrich,,45020.20903,,,1983,1,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2540,1000,Healthcare,Ludwig Theodor Braun,33,Germany,Melsungen,Medical technology,Healthcare,Germany,,FALSE,D,M,32874,Braun,Ludwig Theodor,,45020.20903,,,1990,1,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2540,1000,Diversified,Ana Maria Brescia Cafferata,98,Peru,Lima,"Mining, banking",Diversified,Peru,,FALSE,D,F,4/19/1924 0:00,Brescia Cafferata,Ana Maria,,45020.20903,,,1924,4,19,129.78,2.1,2.26848E+11,70.7,106.9,76.5,14.3,36.8,32510453,-9.189967,-75.015152
2540,1000,Media & Entertainment,Jimmy Buffett,76,United States,Palm Beach,"Entertainment, Margaritaville",Media & Entertainment,United States,,TRUE,N,M,12/25/1946 0:00,Buffett,Jimmy,Musician,45020.20903,Florida,,1946,12,25,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,Gambling & Casinos,Hideyuki Busujima,70,Japan,Tokyo,Pachinko machines,Gambling & Casinos,Japan,,FALSE,R,M,9/30/1952 0:00,Busujima,Hideyuki,,45020.20903,,,1952,9,30,105.48,0.5,5.08177E+12,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
2540,1000,Finance & Investments,Edouard Carmignac,75,France,Paris,Asset management,Finance & Investments,France,,TRUE,D,M,17266,Carmignac,Edouard,,45020.20903,,,1947,9,4,110.05,1.1,2.71552E+12,65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749
2540,1000,Manufacturing,Chen Jiancheng,64,China,Shangyu,Manufacturing,Manufacturing,China,,TRUE,D,M,1/13/1959 0:00,Chen,Jiancheng,,45020.20903,,,1959,1,13,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Media & Entertainment,Rui Chen,45,China,Shanghai,Online entertainment,Media & Entertainment,China,,TRUE,R,M,28491,Chen,Rui,,45020.20903,,,1978,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Manufacturing,Chen Shiliang,59,China,Tongxiang,Polyester,Manufacturing,China,,TRUE,D,M,23023,Chen,Shiliang,,45020.20903,,,1963,12,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Technology,Tianqiao Chen,49,United States,Atherton,Online games,Technology,China,,TRUE,D,M,5/16/1973 0:00,Chen,Tianqiao,,45020.20903,California,West,1973,5,16,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,Energy,Yuantai Chen,55,China,Ningde,Batteries,Energy,China,,TRUE,D,M,24840,Chen,Yuantai,,45020.20903,,,1968,3,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Food & Beverage,Cheng Antares,65,Hong Kong,Hong Kong,Liquor,Food & Beverage,Hong Kong,,TRUE,D,M,20831,Cheng,Antares,,45020.20903,,,1957,11,1,,,,,,,,,,,
2540,1000,Manufacturing,Kochouseph Chittilappilly,72,India,Kochi,Electrical appliances,Manufacturing,India,,TRUE,R,M,12/27/1950 0:00,Chittilappilly,Kochouseph,,45020.20903,,,1950,12,27,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2540,1000,Real Estate,John Christodoulou,57,Monaco,Monaco,Real estate,Real Estate,United Kingdom,,TRUE,N,M,5/24/1965 0:00,Christodoulou,John,,45020.20903,,,1965,5,24,,,7184844193,,,,,,38964,43.7384176,7.4246158
2540,1000,Finance & Investments,Pollyanna Chu,64,Hong Kong,Hong Kong,"Financial services, property",Finance & Investments,Hong Kong,,TRUE,E,F,21252,Chu,Pollyanna,,45020.20903,,,1958,8,3,,,,,,,,,,,
2540,1000,Diversified,Turgay Ciner,67,Turkey,Istanbul,Diversified,Diversified,Turkey,,TRUE,D,M,20457,Ciner,Turgay,,45020.20903,,,1956,3,1,234.44,15.2,7.54412E+11,23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322
2540,1000,Technology,Benoit Dageville,56,United States,San Carlos,Software,Technology,United States,,TRUE,D,M,6/29/1966 0:00,Dageville,Benoit,,45020.20903,California,West,1966,6,29,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,Real Estate,Mark Dixon,63,Monaco,Monaco,Office real estate,Real Estate,United Kingdom,,TRUE,D,M,21592,Dixon,Mark,,45020.20903,,,1959,11,2,,,7184844193,,,,,,38964,43.7384176,7.4246158
2540,1000,Technology,Du Yulin & family,50,China,Guangzhou,Software,Technology,China,,TRUE,N,M,26306,Du,Yulin,,45020.20903,,,1972,8,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Healthcare,Feng Yuxia,58,China,Beijing,Pharmaceuticals,Healthcare,China,,TRUE,D,F,23539,Feng,Yuxia,,45020.20903,,,1964,11,6,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Healthcare,Benedicte Find,68,Denmark,Copenhagen,Medical devices,Healthcare,Denmark,,FALSE,D,F,9/21/1954 0:00,Find,Benedicte,,45020.20903,,,1954,9,21,110.35,0.8,3.48078E+11,80.6,101.3,81,32.4,23.8,5818553,56.26392,9.501785
2540,1000,Fashion & Retail,William Fisher,66,United States,San Francisco,Gap,Fashion & Retail,United States,Gap Inc.,FALSE,D,M,20824,Fisher,William,Director,45020.20903,California,West,1957,4,1,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,Manufacturing,Gao Yunfeng,56,China,Shenzhen,Industrial lasers,Manufacturing,China,,TRUE,D,M,24474,Gao,Yunfeng,,45020.20903,,,1967,2,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Real Estate,Jianming Geng,60,China,Langfang,Real estate,Real Estate,China,,TRUE,D,M,22655,Geng,Jianming,,45020.20903,,,1962,9,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Finance & Investments,Sven Hagströmer,79,Sweden,Stockholm,Financial services,Finance & Investments,Sweden,,TRUE,D,M,11/30/1943 0:00,Hagströmer,Sven,,45020.20903,,,1943,11,30,110.51,1.8,5.30833E+11,67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
2540,1000,Service,Clelia Haji-Ioannou,52,Monaco,Monte Carlo,EasyJet,Service,Cyprus,,FALSE,R,F,25934,Haji-Ioannou,Clelia,,45020.20903,,,1971,1,1,,,7184844193,,,,,,38964,43.7384176,7.4246158
2540,1000,Service,Stelios Haji-Ioannou,56,Monaco,Monte Carlo,EasyJet,Service,Cyprus,,FALSE,D,M,2/14/1967 0:00,Haji-Ioannou,Stelios,,45020.20903,,,1967,2,14,,,7184844193,,,,,,38964,43.7384176,7.4246158
2540,1000,Manufacturing,Hang Hong,55,China,Wuxi,Machinery,Manufacturing,China,,TRUE,D,F,24838,Hang,Hong,,45020.20903,,,1968,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Manufacturing,He Yamin & family,66,China,Chengdu,Manufacturing,Manufacturing,China,,TRUE,D,M,2/23/1957 0:00,He,Yamin,,45020.20903,,,1957,2,23,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Energy,Ghan Djoe Hiang,79,Indonesia,Jakarta,Coal,Energy,Indonesia,,FALSE,N,F,15774,Hiang,Ghan Djoe,,45020.20903,,,1943,9,3,151.18,3,1.11919E+12,36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327
2540,1000,Technology,Hong Feng,46,China,Beijing,Smartphones,Technology,China,,TRUE,D,M,28126,Hong,Feng,,45020.20903,,,1977,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Fashion & Retail,Hong Seok-joh,70,South Korea,Seoul,Convenience stores,Fashion & Retail,South Korea,BGF Co. Ltd.,FALSE,D,M,19572,Hong,Seok-joh,,45020.20903,,,1953,1,8,115.16,0.4,2.029E+12,94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
2540,1000,Healthcare,Hu Gengxi & family,59,China,Shanghai,Bio-Pharma,Healthcare,China,,TRUE,R,M,23621,Hu,Gengxi,,45020.20903,,,1964,1,9,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Technology,Danilo Iervolino,45,Italy,Rome,Online universities,Technology,Italy,,TRUE,N,M,28525,Iervolino,Danilo,,45020.20903,,,1978,4,2,110.62,0.6,2.00124E+12,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
2540,1000,Finance & Investments,Hedda im Brahm-Droege,68,Germany,Dusseldorf,Investments,Finance & Investments,Germany,,TRUE,D,F,20090,im Brahm-Droege,Hedda,,45020.20903,,,1955,1,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2540,1000,Manufacturing,Inder Jaisinghani,70,India,Mumbai,Cables & wires,Manufacturing,India,,TRUE,N,M,3/29/1953 0:00,Jaisinghani,Inder ,,45020.20903,,,1953,3,29,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2540,1000,Sports,LeBron James,38,United States,Los Angeles,Basketball,Sports,United States,NBA,TRUE,N,M,12/30/1984 0:00,James,LeBron,Athlete,45020.20903,California,West,1984,12,30,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,Fashion & Retail,Johan Johannson,56,Norway,Oslo,Grocery stores,Fashion & Retail,Norway,,FALSE,D,M,24473,Johannson,Johan,,45020.20903,,,1967,1,1,120.27,2.2,4.03336E+11,82,100.3,82.8,23.9,36.2,5347896,60.472024,8.468946
2540,1000,Technology,Morris Kahn,93,Israel,Beit Yanay,Software,Technology,Israel,,TRUE,E,M,10959,Kahn,Morris,,45020.20903,,,1930,1,1,108.15,0.8,3.95099E+11,63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612
2540,1000,Manufacturing,Ashok Kajaria,75,India,Delhi,Tiles,Manufacturing,India,,TRUE,R,M,17175,Kajaria,Ashok,,45020.20903,,,1947,8,1,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2540,1000,Finance & Investments,Marcelo Kalim,53,Brazil,Sao Paulo,Banking,Finance & Investments,Brazil,,TRUE,E,M,10/15/1969 0:00,Kalim,Marcelo,,45020.20903,,,1969,10,15,167.4,3.7,1.83976E+12,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
2540,1000,Sports,Ken Kendrick,79,United States,Paradise Valley,"Banking, sports team",Sports,United States,,TRUE,E,M,15746,Kendrick,Ken,,45020.20903,Arizona,West,1943,9,2,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,Technology,Brad Keywell,53,United States,Chicago,"Software, investments",Technology,United States,,TRUE,N,M,10/27/1969 0:00,Keywell,Brad,,45020.20903,Illinois,Midwest,1969,10,27,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,Energy,Muhammed Aziz Khan,68,Singapore,Singapore,Power,Energy,Bangladesh,,TRUE,N,M,20092,Khan,Muhammed Aziz,,45020.20903,,,1955,3,1,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
2540,1000,Fashion & Retail,Kim Jung-woong,48,South Korea,Seoul,Cosmetics,Fashion & Retail,South Korea,,TRUE,D,M,27395,Kim,Jung-woong,,45020.20903,,,1975,1,1,115.16,0.4,2.029E+12,94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
2540,1000,Diversified,Ihor Kolomoyskyy,60,Ukraine,Kiev,"Banking, investments",Diversified,Israel,,TRUE,E,M,2/13/1963 0:00,Kolomoyskyy,Ihor,,45020.20903,,,1963,2,13,281.66,7.9,1.53781E+11,82.7,99,71.6,20.1,45.2,44385155,48.379433,31.16558
2540,1000,Real Estate,Kong Jian Min,55,China,Guangzhou,Real estate,Real Estate,China,,TRUE,D,M,24838,Kong,Jian Min,,45020.20903,,,1968,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Manufacturing,Koo Bon-neung,74,South Korea,Seoul,Electronics,Manufacturing,South Korea,Heesung Electronics,FALSE,D,M,3/26/1949 0:00,Koo,Bon-neung,,45020.20903,,,1949,3,26,115.16,0.4,2.029E+12,94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
2540,1000,Real Estate,Michael Kum,78,Singapore,Singapore,Hotels,Real Estate,Singapore,,TRUE,N,M,16438,Kum,Michael,,45020.20903,,,1945,1,1,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
2540,1000,Real Estate,Richard Kurtz,82,United States,Palm Beach,Real estate,Real Estate,United States,,TRUE,N,M,5/15/1940 0:00,Kurtz,Richard,,45020.20903,Florida,South,1940,5,15,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,Finance & Investments,Lev Kvetnoi,57,Russia,Moscow,Cement,Finance & Investments,Russia,,TRUE,R,M,8/27/1965 0:00,Kvetnoi,Lev,,45020.20903,,,1965,8,27,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
2540,1000,Finance & Investments,Michiel Le Roux,73,South Africa,Stellenbosch,Banking,Finance & Investments,South Africa,,TRUE,D,M,5/20/1949 0:00,Le Roux,Michiel,,45020.20903,,,1949,5,20,158.93,4.1,3.51432E+11,22.4,100.9,63.9,27.5,29.2,58558270,-30.559482,22.937506
2540,1000,Technology,Li Wanqiang,45,China,Beijing,Smartphones,Technology,China,,TRUE,D,M,28133,Li,Wanqiang,,45020.20903,,,1977,8,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Fashion & Retail,Liu Baolin,69,China,Wuhan,Pharmacies,Fashion & Retail,China,,TRUE,E,M,19365,Liu,Baolin,,45020.20903,,,1953,6,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Healthcare,Loo Choon Yong,74,Singapore,Singapore,Healthcare,Healthcare,Singapore,,TRUE,N,M,2/27/1949 0:00,Loo,Choon Yong,,45020.20903,,,1949,2,27,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
2540,1000,Technology,Lu Yonghua & family,59,China,Shanghai,Electronics,Technology,China,,TRUE,D,M,7/26/1963 0:00,Lu,Yonghua,,45020.20903,,,1963,7,26,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Manufacturing,Ma Xiuhui,52,China,Shanghai,LED lighting,Manufacturing,China,,TRUE,D,F,26115,Ma,Xiuhui,,45020.20903,,,1971,1,7,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Technology,Apoorva Mehta,36,United States,San Francisco,Grocery delivery service,Technology,Canada,Instacart,TRUE,D,M,7/19/1986 0:00,Mehta,Apoorva,Founder,45020.20903,California,West,1986,7,19,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
